AGS,GEN,BEZ,EWZ,KFL_km2,Turbine_Count,Total_Bruttoleistung_kW,Total_Nettoleistung_kW,Landkreis_Names,Steuerkraft,Einwohnerdichte,Waldflaeche_Prozent,Landwirtschaft_Prozent,Beschaeftigte_Primar,Beschaeftigte_Sekundar,Beschaeftigte_Tertiar,Wind_Density_kW_km2,Economic_Structure
06414,Wiesbaden,Kreisfreie Stadt,285522,203.87,1,800,800,Wiesbaden,1621.51000976563,1408.93994140625,27.8799991607666,28.9799995422363,0.129999995231628,14.6499996185303,85.2200012207031,3.924069259822436,Dienstleistungsorientiert
06431,Bergstraße,Landkreis,276295,719.49,15,48750,48750,Bergstraße,1208.56994628906,381.510009765625,40.5200004577637,39.5999984741211,1.08000004291534,30.8099994659424,68.1100006103516,67.75632739857399,Dienstleistungsorientiert
06432,Darmstadt-Dieburg,Landkreis,301827,658.61,15,25367,25367,Darmstadt-Dieburg,1170.13000488281,458.920013427734,35.3400001525879,43.2400016784668,0.990000009536743,29.6900005340576,69.3199996948242,38.515965442371055,Dienstleistungsorientiert
06433,Groß-Gerau,Landkreis,281712,453.03,0,0,0,NA,1268.23999023438,591.400024414063,24.6100006103516,45.1699981689453,0.550000011920929,25.7900009155273,73.6600036621094,0,Dienstleistungsorientiert
06434,Hochtaunuskreis,Landkreis,241449,481.84,13,33480,33480,Hochtaunuskreis,1639.22998046875,499.380004882813,49.7700004577637,29.0799999237061,0.209999993443489,17.7700004577637,82.0199966430664,69.4836460235763,Dienstleistungsorientiert
06435,Main-Kinzig-Kreis,Landkreis,434002,1397.33,113,298835,298835,Main-Kinzig-Kreis,1209.89001464844,299.899993896484,44.2999992370605,37.8400001525879,0.409999996423721,31.9400005340576,67.6600036621094,213.86143573815778,Dienstleistungsorientiert
06436,Main-Taunus-Kreis,Landkreis,243307,222.52,0,0,0,NA,2195.11010742188,1072.18005371094,24.5699996948242,40.7200012207031,0.189999997615814,14.8699998855591,84.9400024414063,0,Dienstleistungsorientiert
06437,Odenwaldkreis,Landkreis,97182,623.99,17,45625,45625,Odenwaldkreis,978.200012207031,151.039993286133,56.5099983215332,31.7199993133545,0.629999995231628,39.310001373291,60.060001373291,73.11815894485488,Industriell
06438,Offenbach,Landkreis,364457,356.23,0,0,0,NA,1577.10998535156,1000.95001220703,44.4500007629395,23.1599998474121,0.189999997615814,21.6399993896484,78.1699981689453,0,Dienstleistungsorientiert
06439,Rheingau-Taunus-Kreis,Landkreis,189918,811.41,25,62250,62250,Rheingau-Taunus-Kreis,1162.25,229.300003051758,55.7099990844727,28.6800003051758,1.29999995231628,25.75,72.9499969482422,76.71830517247754,Dienstleistungsorientiert
06440,Wetteraukreis,Landkreis,318559,1100.69,29,45800,45800,Wetteraukreis,1131.53002929688,282.290008544922,29.8400001525879,52.4700012207031,0.730000019073486,23.5599994659424,75.7099990844727,41.61026265342648,Dienstleistungsorientiert
06531,Gießen,Landkreis,280268,854.56,19,49420,49420,Gießen,1070.94995117188,313.779998779297,35.939998626709,44.3300018310547,0.300000011920929,24.0200004577637,75.6800003051758,57.83093053735256,Dienstleistungsorientiert
06532,Lahn-Dill-Kreis,Landkreis,258488,1066.3,68,149237.25,149237.25,Lahn-Dill-Kreis,1244.5400390625,238.619995117188,49.9900016784668,31.9899997711182,0.25,39.5800018310547,60.1699981689453,139.95803244865422,Industriell
06533,Limburg-Weilburg,Landkreis,175690,738.44,42,99810.3,99810.3,Limburg-Weilburg,1034.81005859375,236.009994506836,34.9199981689453,45.2799987792969,0.340000003576279,30.7600002288818,68.9000015258789,135.1637235252695,Dienstleistungsorientiert
06534,Marburg-Biedenkopf,Landkreis,250441,1262.37,93,211160,211160,Marburg-Biedenkopf,1529.78002929688,192.570007324219,41.6199989318848,42.7200012207031,0.310000002384186,34.7900009155273,64.9000015258789,167.27266966103443,Ausgeglichen
06535,Vogelsbergkreis,Landkreis,106792,1458.91,263,493859.8,493859.8,Vogelsbergkreis,1013.39001464844,69.5699996948242,39.6699981689453,48.4000015258789,1.36000001430511,32.1800003051758,66.4599990844727,338.5128623424337,Dienstleistungsorientiert
06611,Kassel,Kreisfreie Stadt,204687,106.79,4,7150,7150,Kassel,1248.13000488281,1845.34997558594,22.0200004577637,13.6899995803833,0.0500000007450581,20.7099990844727,79.25,66.95383462871055,Dienstleistungsorientiert
06631,Fulda,Landkreis,228713,1380.42,24,61242,61242,Fulda,1157.17004394531,161.320007324219,36.7299995422363,47.7000007629395,0.479999989271164,28.8400001525879,70.6800003051758,44.36475855174512,Dienstleistungsorientiert
06632,Hersfeld-Rotenburg,Landkreis,121348,1097.77,81,233940,233940,Hersfeld-Rotenburg,986.25,107.5,46.2299995422363,39.75,0.629999995231628,28.4699993133545,70.9000015258789,213.1047487178553,Dienstleistungsorientiert
06633,Kassel,Landkreis,241095,1293.33,137,216734,216734,Kassel,1144.21997070313,178.410003662109,40.4199981689453,43.75,0.670000016689301,41.3300018310547,58,167.57826695429628,Industriell
06634,Schwalm-Eder-Kreis,Landkreis,183501,1539,44,97002,97002,Schwalm-Eder-Kreis,953.440002441406,117.199996948242,36.25,47.9599990844727,0.75,30.5200004577637,68.7300033569336,63.02923976608187,Dienstleistungsorientiert
06635,Waldeck-Frankenberg,Landkreis,159189,1848.7,140,223511.18,223511.18,Waldeck-Frankenberg,1045.34997558594,83.9199981689453,46.6199989318848,41.3699989318848,0.930000007152557,35.0400009155273,64.0299987792969,120.90181208416725,Industriell
06636,Werra-Meißner-Kreis,Landkreis,100215,1024.84,39,103458.5,103458.5,Werra-Meißner-Kreis,854.900024414063,95.6800003051758,43.560001373291,42.689998626709,2.10999989509583,26.3099994659424,71.5800018310547,100.9508801373873,Dienstleistungsorientiert
07111,Koblenz,Kreisfreie Stadt,115298,105.25,2,2,2,Koblenz,1374.75,1076.92004394531,34.4300003051758,22.5300006866455,0.109999999403954,14.7299995422363,85.1600036621094,0.019002375296912115,Dienstleistungsorientiert
07131,Ahrweiler,Landkreis,128741,787.05,10,15690,15690,Ahrweiler,1039.0400390625,163.330001831055,53.1199989318848,30.8700008392334,1.39999997615814,29.2299995422363,69.370002746582,19.93520106727654,Dienstleistungsorientiert
07132,Altenkirchen (Westerwald),Landkreis,131907,642.34,8,19300,19300,Altenkirchen (Westerwald),864.030029296875,205.720001220703,51.7099990844727,30.8400001525879,0.600000023841858,44.0699996948242,55.3300018310547,30.04639287604695,Industriell
07133,Bad Kreuznach,Landkreis,161852,863.89,66,162530,162530,Bad Kreuznach,872.640014648438,190.490005493164,41.2099990844727,43.2400016784668,1.12000000476837,28.8299999237061,70.0500030517578,188.13737860144232,Dienstleistungsorientiert
07134,Birkenfeld,Landkreis,81918,776.84,74,153274.1,153274.1,Birkenfeld,1272.28002929688,106.360000610352,55.3600006103516,31.3600006103516,0.419999986886978,33.1199989318848,66.4599990844727,197.3045929663766,Dienstleistungsorientiert
07135,Cochem-Zell,Landkreis,62669,692.46,80,150090,150090,Cochem-Zell,914.849975585938,88.870002746582,50.3699989318848,35.6699981689453,1.91999995708466,23.0900001525879,74.9899978637695,216.74898189065073,Dienstleistungsorientiert
07137,Mayen-Koblenz,Landkreis,219001,817.66,26,58282,58282,Mayen-Koblenz,1013.35998535156,265.220001220703,32.810001373291,46.6699981689453,0.5,31.7700004577637,67.7300033569336,71.27901572780863,Dienstleistungsorientiert
07138,Neuwied,Landkreis,188139,627.04,2,6.6,6.6,Neuwied,1019.23999023438,300.859985351563,46.1199989318848,32.4300003051758,0.509999990463257,37.6199989318848,61.8699989318848,0.010525644297014544,Industriell
07140,Rhein-Hunsrück-Kreis,Landkreis,106227,991.07,281,733205,733205,Rhein-Hunsrück-Kreis,1030.80004882813,107.349998474121,45.5800018310547,40.6300010681152,0.709999978542328,35.6800003051758,63.6100006103516,739.8115168454297,Industriell
07141,Rhein-Lahn-Kreis,Landkreis,124796,782.18,15,10979.8,10979.8,Rhein-Lahn-Kreis,841.469970703125,160.160003662109,47.2099990844727,37.689998626709,0.620000004768372,32.9199981689453,66.4599990844727,14.037433838758343,Dienstleistungsorientiert
07143,Westerwaldkreis,Landkreis,206709,989.04,101,165650,165650,Westerwaldkreis,1140.36999511719,209.949996948242,43.0099983215332,37.75,0.509999990463257,40.7000007629395,58.7900009155273,167.48564264337136,Industriell
07211,Trier,Kreisfreie Stadt,112737,117.06,0,0,0,NA,1100.18994140625,888.309997558594,43.0800018310547,20.1900005340576,0.430000007152557,18.5900001525879,80.9800033569336,0,Dienstleistungsorientiert
07231,Bernkastel-Wittlich,Landkreis,115083,1167.9,66,207054,207054,Bernkastel-Wittlich,1046.77001953125,97.0299987792969,50.75,35.2299995422363,2.14000010490417,41.060001373291,56.810001373291,177.28743899306446,Industriell
07232,Eifelkreis Bitburg-Prüm,Landkreis,104435,1626.97,273,464968.1,464968.1,Eifelkreis Bitburg-Prüm,833.059997558594,61.9199981689453,36.5699996948242,51.8800010681152,1.04999995231628,40.1599998474121,58.7900009155273,285.7877526936575,Industriell
07233,Vulkaneifel,Landkreis,61912,911.66,109,180750,180750,Vulkaneifel,990.049987792969,65.3099975585938,46.2599983215332,41.1199989318848,1,36.2200012207031,62.7700004577637,198.2647039466468,Industriell
07235,Trier-Saarburg,Landkreis,153814,1102.2,93,193400,193400,Trier-Saarburg,723.72998046875,135.229995727539,47.9599990844727,37.1800003051758,2.25999999046326,32.4900016784668,65.25,175.46724732353474,Dienstleistungsorientiert
07311,Frankenthal (Pfalz),Kreisfreie Stadt,49122,43.88,0,0,0,NA,912.260009765625,1096.32995605469,2.11999988555908,57.9099998474121,0.519999980926514,30.7299995422363,68.75,0,Dienstleistungsorientiert
07312,Kaiserslautern,Kreisfreie Stadt,101486,139.7,0,0,0,NA,1114.75,719.909973144531,61.0200004577637,8.22000026702881,0,19.599998474121094,80.4000015258789,0,Dienstleistungsorientiert
07313,Landau in der Pfalz,Kreisfreie Stadt,48341,82.94,0,0,0,NA,1167.52001953125,581.169982910156,31.5900001525879,42.7999992370605,0.409999996423721,16.3899993896484,83.2099990844727,0,Dienstleistungsorientiert
07314,Ludwigshafen am Rhein,Kreisfreie Stadt,176110,77.43,0,0,0,NA,1049.03002929688,2270.63989257813,4.86999988555908,28.6800003051758,0.129999995231628,45.3199996948242,54.5400009155273,0,Industriell
07315,Mainz,Kreisfreie Stadt,222889,97.73,8,15900,15900,Mainz,1566.17004394531,2290.7099609375,4.80999994277954,41.3300018310547,0.109999999403954,12.3500003814697,87.5400009155273,162.6931341450936,Dienstleistungsorientiert
07316,Neustadt an der Weinstraße,Kreisfreie Stadt,53920,117.09,2,3000,3000,Neustadt an der Weinstraße,1012.13000488281,450.160003662109,43.9500007629395,34.9599990844727,1.13999998569489,15.539999961853,83.3300018310547,25.621316935690494,Dienstleistungsorientiert
07317,Pirmasens,Kreisfreie Stadt,40941,61.35,2,6600,6600,Pirmasens,876.47998046875,645.090026855469,41.5800018310547,25.75,0,28.510002136230497,71.4899978637695,107.57946210268949,Dienstleistungsorientiert
07318,Speyer,Kreisfreie Stadt,51203,42.71,0,0,0,NA,1425.2099609375,1167.73999023438,24.75,18.4500007629395,0.0399999991059303,21.9599990844727,78,0,Dienstleistungsorientiert
07319,Worms,Kreisfreie Stadt,85609,108.73,11,27000,27000,Worms,941.179992675781,794.659973144531,4.25,60.189998626709,0.769999980926514,27.4300003051758,71.8000030517578,248.32153039639473,Dienstleistungsorientiert
07320,Zweibrücken,Kreisfreie Stadt,34613,70.64,0,0,0,NA,1139.7900390625,472.179992675781,25.0599994659424,45.5999984741211,0.389999985694885,33.8199996948242,65.7900009155273,0,Dienstleistungsorientiert
07331,Alzey-Worms,Landkreis,133430,588.07,167,443870,443870,Alzey-Worms,945.099975585938,222.410003662109,5.76999998092651,76.3099975585938,3.76999998092651,26.8600006103516,69.370002746582,754.7910962980596,Ländlich/Agrarisch
07332,Bad Dürkheim,Landkreis,134711,594.61,12,27010,27010,Bad Dürkheim,981.909973144531,225.720001220703,52.189998626709,33.5400009155273,4.3600001335144,22.2800006866455,73.3600006103516,45.42473217739359,Ländlich/Agrarisch
07333,Donnersbergkreis,Landkreis,76088,645.42,99,293095,293095,Donnersbergkreis,854.219970703125,115.779998779297,34.060001373291,52.8899993896484,1.19000005722046,36,62.810001373291,454.11514982492025,Industriell
07334,Germersheim,Landkreis,131492,463.32,30,75200,75200,Germersheim,1138.9599609375,284.209991455078,40.9099998474121,37.2799987792969,1.16999995708466,43.9300003051758,54.9000015258789,162.30682897349564,Industriell
07335,Kaiserslautern,Landkreis,108540,639.96,51,107275,107275,Kaiserslautern,863.789978027344,165.75,50.4900016784668,32.2099990844727,0.449999988079071,24.3899993896484,75.1600036621094,167.6276642290143,Dienstleistungsorientiert
07336,Kusel,Landkreis,71140,573.61,65,168515,168515,Kusel,716.580017089844,121.769996643066,36.8800010681152,48.3300018310547,1.12000000476837,28.6800003051758,70.1999969482422,293.7797458203309,Dienstleistungsorientiert
07337,Südliche Weinstraße,Landkreis,112894,639.95,20,46530,46530,Südliche Weinstraße,1004.67999267578,176.820007324219,45.3800010681152,40.689998626709,3.35999989509583,28.7199993133545,67.9300003051758,72.70880537541996,Ländlich/Agrarisch
07338,Rhein-Pfalz-Kreis,Landkreis,156346,305.01,19,40100,40100,Rhein-Pfalz-Kreis,978.580017089844,509.929992675781,17.8600006103516,53.4300003051758,10.4300003051758,25.9899997711182,63.5800018310547,131.4710993082194,Ländlich/Agrarisch
07339,Mainz-Bingen,Landkreis,215286,605.34,62,119321.3,119321.3,Mainz-Bingen,1866.47998046875,340.670013427734,16.75,60.6500015258789,2.41000008583069,30.6000003814697,66.9899978637695,197.11451415733308,Dienstleistungsorientiert
07340,Südwestpfalz,Landkreis,94912,953.59,47,116860,116860,Südwestpfalz,865.960021972656,94.5599975585938,63.6699981689453,24.8299999237061,1.22000002861023,34.6399993896484,64.1399993896484,122.54742604263886,Ausgeglichen
08111,Stuttgart,Stadtkreis,633484,207.33,1,0.6,0.6,Stuttgart,2385.32006835938,2957.169921875,23.9899997711182,22.6499996185303,0.0700000002980232,22.7999992370605,77.120002746582,0.0028939372015627258,Dienstleistungsorientiert
08115,Böblingen,Landkreis,401318,617.78,0,0,0,NA,2173.3701171875,638.210021972656,34.6300010681152,40.8300018310547,0.129999995231628,37.7900009155273,62.0800018310547,0,Industriell
08116,Esslingen,Landkreis,542582,641.27,5,2252.5,2252.5,Esslingen,1548.27001953125,835.869995117188,29.2099990844727,43.7900009155273,0.379999995231628,36.3400001525879,63.2799987792969,3.512561011742324,Industriell
08117,Göppingen,Landkreis,263706,642.32,54,118870,118870,Göppingen,1172.88000488281,403.570007324219,32.3199996948242,49.5,0.28999999165535,39.3699989318848,60.3300018310547,185.06351974093909,Industriell
08118,Ludwigsburg,Landkreis,553689,686.77,6,3004.5,3004.5,Ludwigsburg,1553.09997558594,778.72998046875,18.3099994659424,54.0800018310547,0.709999978542328,34.5,64.7900009155273,4.374827089127365,Ausgeglichen
08119,Rems-Murr-Kreis,Landkreis,434369,858.09,9,21711,21711,Rems-Murr-Kreis,1368.28002929688,512.890014648438,39.2799987792969,41.4599990844727,0.519999980926514,38.4300003051758,61.0499992370605,25.30154179631507,Industriell
08121,Heilbronn,Stadtkreis,130093,99.89,0,0,0,NA,1389.22998046875,1317.97998046875,14.7799997329712,46.2299995422363,0.230000004172325,21.3999996185303,78.370002746582,0,Dienstleistungsorientiert
08125,Heilbronn,Landkreis,355359,1099.94,25,72205.5,72205.5,Heilbronn,1530.96997070313,321.489990234375,25.5900001525879,54.689998626709,0.689999997615814,44.1699981689453,55.1300010681152,65.64494426968743,Industriell
08126,Hohenlohekreis,Landkreis,115796,776.75,20,55601,55601,Hohenlohekreis,1760.85998535156,148.479995727539,28.2399997711182,56.1699981689453,0.980000019073486,46.8600006103516,52.1599998474121,71.581589958159,Industriell
08127,Schwäbisch Hall,Landkreis,204721,1484.07,109,301451,301451,Schwäbisch Hall,1453.44995117188,135.169998168945,31.7800006866455,54.3600006103516,0.75,45.6100006103516,53.5900001525879,203.12451568996073,Industriell
08128,Main-Tauber-Kreis,Landkreis,135371,1304.12,151,274226.5,274226.5,Main-Tauber-Kreis,1235.89001464844,102.339996337891,29.7000007629395,57.3300018310547,0.479999989271164,45.9300003051758,53.5699996948242,210.27704505720334,Industriell
08135,Heidenheim,Landkreis,135470,627.12,53,139462.043,139462.043,Heidenheim,1103.31005859375,215.649993896484,43.0099983215332,41.9099998474121,0.409999996423721,45.0999984741211,54.4900016784668,222.3849390866182,Industriell
08136,Ostalbkreis,Landkreis,320436,1511.39,81,202765,202765,Ostalbkreis,1545.59997558594,209.910003662109,39.3600006103516,46.060001373291,0.409999996423721,46.3800010681152,53.2099990844727,134.15796055286853,Industriell
08211,Baden-Baden,Stadtkreis,57420,140.19,1,1,1,Baden-Baden,1435.28002929688,403.209991455078,61.6699981689453,21.9799995422363,0.340000003576279,23.7800006866455,75.8899993896484,0.007133176403452458,Dienstleistungsorientiert
08212,Karlsruhe,Stadtkreis,309964,173.42,3,3110,3110,Karlsruhe,1645.17004394531,1777.17004394531,26.0599994659424,22.3999996185303,0.0500000007450581,14.8199996948242,85.129997253418,17.933341021796796,Dienstleistungsorientiert
08215,Karlsruhe,Landkreis,456392,1084.97,2,2095,2095,Karlsruhe,1221.5,419.690002441406,34.0200004577637,43.9700012207031,0.379999995231628,34.5999984741211,65.0199966430664,1.9309289657778557,Dienstleistungsorientiert
08216,Rastatt,Landkreis,235542,738.44,2,6.5,6.5,Rastatt,1426.77001953125,313.309997558594,50.7799987792969,30.25,0.519999980926514,49.2099990844727,50.2700004577637,0.00880234006825199,Industriell
08221,Heidelberg,Stadtkreis,162960,108.83,0,0,0,NA,1423.18994140625,1425.84997558594,40.5299987792969,26.2000007629395,0.119999997317791,12.960000038147,86.9100036621094,0,Dienstleistungsorientiert
08222,Mannheim,Stadtkreis,316877,144.97,1,9.8,9.8,Mannheim,1542.08996582031,2181.53002929688,12.6599998474121,23.4400005340576,0.0700000002980232,26.1800003051758,73.75,0.06760019314340898,Dienstleistungsorientiert
08225,Neckar-Odenwald-Kreis,Landkreis,146070,1125.95,42,107130,107130,Neckar-Odenwald-Kreis,1077.14001464844,129.380004882813,42.2400016784668,45.3300018310547,0.779999971389771,40.310001373291,58.9099998474121,95.14632088458634,Industriell
08226,Rhein-Neckar-Kreis,Landkreis,556645,1061.54,2,10,10,Rhein-Neckar-Kreis,1589.51000976563,525.47998046875,35.7700004577637,41.2799987792969,0.419999986886978,26.5200004577637,73.0699996948242,0.009420276202498258,Dienstleistungsorientiert
08231,Pforzheim,Stadtkreis,128992,97.99,1,5,5,Pforzheim,1111.77001953125,1378.57995605469,51.439998626709,15.1899995803833,0.0700000002980232,28.1800003051758,71.75,0.05102561485865905,Dienstleistungsorientiert
08235,Calw,Landkreis,163838,797.32,26,61110,61110,Calw,1129.26000976563,202.160003662109,61.7200012207031,25.4500007629395,0.430000007152557,34.5,65.0699996948242,76.64425826518837,Dienstleistungsorientiert
08236,Enzkreis,Landkreis,203409,573.61,0,0,0,NA,1324.33996582031,348.459991455078,38.2999992370605,43.5999984741211,0.280000001192093,52.0499992370605,47.6699981689453,0,Industriell
08237,Freudenstadt,Landkreis,121584,870.41,14,20900,20900,Freudenstadt,1203.40002441406,140.050003051758,62.75,25.8299999237061,0.28999999165535,46.439998626709,53.2700004577637,24.0116726600108,Industriell
08311,Freiburg im Breisgau,Stadtkreis,237244,153.04,4,7200,7200,Freiburg im Breisgau,1334.82995605469,1543.61999511719,43.1800003051758,22.5200004577637,0.180000007152557,13.8000001907349,86.0100021362305,47.04652378463147,Dienstleistungsorientiert
08315,Breisgau-Hochschwarzwald,Landkreis,272194,1378.33,17,24792.8,24792.8,Breisgau-Hochschwarzwald,1130.83996582031,197.330001831055,47.6300010681152,39.1800003051758,1.38999998569489,36.3499984741211,62.2599983215332,17.98756466158322,Industriell
08316,Emmendingen,Landkreis,172392,679.81,22,32668.5,32668.5,Emmendingen,1108.52001953125,249.289993286133,45.9500007629395,39.9099998474121,0.850000023841858,42.7999992370605,56.3499984741211,48.05533899177712,Industriell
08317,Ortenaukreis,Landkreis,444390,1860.3,46,115283.7,115283.7,Ortenaukreis,1261.91003417969,238.389999389648,47.3199996948242,37.3800010681152,0.589999973773956,36.5200004577637,62.8899993896484,61.97048863086599,Industriell
08325,Rottweil,Landkreis,142963,769.43,26,39581.5,39581.5,Rottweil,1562.86999511719,182.399993896484,43.0099983215332,42.0699996948242,0.340000003576279,51.5400009155273,48.1199989318848,51.442626359772824,Industriell
08326,Schwarzwald-Baar-Kreis,Landkreis,218780,1025.34,10,12245,12245,Schwarzwald-Baar-Kreis,1274,208.639999389648,45.8600006103516,40.939998626709,0.280000001192093,43.1599998474121,56.560001373291,11.942380088555993,Industriell
08327,Tuttlingen,Landkreis,146124,734.37,16,40800,40800,Tuttlingen,1449.69995117188,197.380004882813,50.0200004577637,36.5499992370605,0.170000001788139,61.6800003051758,38.1500015258789,55.5578250745537,Industriell
08335,Konstanz,Landkreis,294176,817.97,4,9902.8,9902.8,Konstanz,1261.03002929688,356.239990234375,33.4799995422363,48.6699981689453,1.0900000333786,27.4300003051758,71.4800033569336,12.10655647517635,Dienstleistungsorientiert
08336,Lörrach,Landkreis,234909,806.67,11,26901.8,26901.8,Lörrach,1206.0400390625,294.070007324219,51.6199989318848,33.7299995422363,0.779999971389771,36.0299987792969,63.1800003051758,33.349201036359354,Industriell
08337,Waldshut,Landkreis,174391,1131.17,5,20.3,20.3,Waldshut,1221.83996582031,151.860000610352,49.4000015258789,38.4099998474121,0.519999980926514,36.5299987792969,62.939998626709,0.017946020492056895,Industriell
08415,Reutlingen,Landkreis,293624,1092.47,9,7550.6,7550.6,Reutlingen,1223.88000488281,268.549987792969,38.0900001525879,46.9700012207031,0.449999988079071,40.0299987792969,59.5200004577637,6.911494137138777,Industriell
08416,Tübingen,Landkreis,234649,519.13,1,0.6,0.6,Tübingen,1198.36999511719,448.640014648438,34.7200012207031,45.189998626709,0,26.120002746582003,73.879997253418,0.0011557798624621963,Dienstleistungsorientiert
08417,Zollernalbkreis,Landkreis,193712,917.56,6,6015.4,6015.4,Zollernalbkreis,1290.33996582031,210.710006713867,40.9900016784668,43.7900009155273,0.540000021457672,47.3699989318848,52.0800018310547,6.5558655564758705,Industriell
08421,Ulm,Stadtkreis,129942,118.68,13,24000,24000,Ulm,1694.81005859375,1086.93994140625,21.4799995422363,41.9500007629395,0,25.589996337890597,74.4100036621094,202.22446916076845,Dienstleistungsorientiert
08425,Alb-Donau-Kreis,Landkreis,203873,1358.53,32,37242,37242,Alb-Donau-Kreis,1282.01000976563,148.520004272461,29.9300003051758,56.060001373291,0.660000026226044,46.9599990844727,52.3800010681152,27.41345424834196,Industriell
08426,Biberach,Landkreis,208203,1409.5,7,3738.5,3738.5,Biberach,1588.38000488281,146.699996948242,28.6200008392334,57.2799987792969,0.680000007152557,54.1500015258789,45.1699981689453,2.6523589925505497,Industriell
08435,Bodenseekreis,Landkreis,224200,664.75,0,0,0,NA,1345.06005859375,332.760009765625,28.1800003051758,54.8699989318848,1.00999999046326,44.7599983215332,54.2299995422363,0,Industriell
08436,Ravensburg,Landkreis,293148,1632.07,7,3015.6,3015.6,Ravensburg,1356.0400390625,177.520004272461,28.7999992370605,57.2900009155273,0.689999997615814,36.810001373291,62.5,1.8477148651712243,Industriell
08437,Sigmaringen,Landkreis,134259,1204.23,11,23651,23651,Sigmaringen,1244.19995117188,110.23999786377,38.9300003051758,48.9000015258789,1.05999994277954,42.7799987792969,56.1599998474121,19.63993589264509,Industriell
09161,Ingolstadt,Kreisfreie Stadt,142308,133.35,0,0,0,NA,1872.16003417969,1046.39001464844,15.8500003814697,39.060001373291,0,47.9000015258789,52.0999984741211,0,Industriell
09162,München,Kreisfreie Stadt,1510378,310.7,3,5001,5001,München,2278.1298828125,4791.5,7.01000022888184,13.539999961853,0.0599999986588955,14.8800001144409,85.0599975585938,16.095912455745093,Dienstleistungsorientiert
09163,Rosenheim,Kreisfreie Stadt,65192,37.22,1,20,20,Rosenheim,1456.07995605469,1731.68005371094,17.0599994659424,35.4900016784668,0,19.0500030517578,80.9499969482422,0.537345513164965,Dienstleistungsorientiert
09171,Altötting,Landkreis,114459,569.28,0,0,0,NA,1815.97998046875,198.529998779297,29.3799991607666,53.4000015258789,1.62000000476837,50.9199981689453,47.4599990844727,0,Industriell
09172,Berchtesgadener Land,Landkreis,108315,839.85,0,0,0,NA,1238.25,125.150001525879,53.0099983215332,22.3899993896484,0.740000009536743,30.2900009155273,68.9700012207031,0,Dienstleistungsorientiert
09173,Bad Tölz-Wolfratshausen,Landkreis,130182,1110.66,1,9.9,9.9,Bad Tölz-Wolfratshausen,1303.30004882813,116.849998474121,55.8300018310547,28.0100002288818,1.04999995231628,33.8199996948242,65.129997253418,0.00891361892928529,Dienstleistungsorientiert
09174,Dachau,Landkreis,157813,579.15,9,20528,20528,Dachau,1452.17004394531,262.320007324219,17.8199996948242,65.4700012207031,0.949999988079071,26.0300006866455,73.0199966430664,35.445048778382116,Dienstleistungsorientiert
09175,Ebersberg,Landkreis,147559,549.4,6,2314.9,2314.9,Ebersberg,1474.51000976563,260.309997558594,37.5,47.5900001525879,1.07000005245209,24.9799995422363,73.9400024414063,4.213505642519112,Dienstleistungsorientiert
09176,Eichstätt,Landkreis,136565,1213.84,53,120153.47,120153.47,Eichstätt,1355.67004394531,111.400001525879,40.8199996948242,45.6199989318848,0.75,34.7200012207031,64.5199966430664,98.98625024714956,Ausgeglichen
09177,Erding,Landkreis,142540,870.73,13,96.28,96.28,Erding,1394.4599609375,160.259994506836,14.7700004577637,68.9100036621094,1.00999999046326,21.9599990844727,77.0299987792969,0.11057388627932883,Dienstleistungsorientiert
09178,Freising,Landkreis,186276,799.83,3,5330,5330,Freising,1509.60998535156,229.460006713867,19.8500003814697,61.8400001525879,0.829999983310699,19.0400009155273,80.129997253418,6.66391608216746,Dienstleistungsorientiert
09179,Fürstenfeldbruck,Landkreis,222932,434.82,3,6106,6106,Fürstenfeldbruck,1374.5,498.880004882813,22.9500007629395,55.1500015258789,0.449999988079071,25.9799995422363,73.5699996948242,14.042592337059013,Dienstleistungsorientiert
09180,Garmisch-Partenkirchen,Landkreis,88748,1012.18,0,0,0,NA,1246.19995117188,88.25,54.7000007629395,19.5100002288818,0.569999992847443,16.4400005340576,83,0,Dienstleistungsorientiert
09181,Landsberg am Lech,Landkreis,124311,804.35,8,16007.3,16007.3,Landsberg am Lech,1524.94995117188,150.389999389648,30.1000003814697,50.0499992370605,0.990000009536743,32.4500007629395,66.5500030517578,19.900913781314102,Dienstleistungsorientiert
09182,Miesbach,Landkreis,101451,866.21,1,7.5,7.5,Miesbach,1633.73999023438,111.669998168945,55.2299995422363,30.2199993133545,1.24000000953674,29.4300003051758,69.3300018310547,0.008658408469077937,Dienstleistungsorientiert
09183,Mühldorf a.Inn,Landkreis,120732,805.35,1,4.5,4.5,Mühldorf a. Inn,1240.06005859375,150.580001831055,22.8099994659424,63.3300018310547,0.649999976158142,42.9099998474121,56.4300003051758,0.0055876327062767735,Industriell
09184,München,Landkreis,358480,664.26,4,39,39,München,3393.68994140625,531.080017089844,44.8800010681152,30.2800006866455,0.150000005960464,20.8700008392334,78.9800033569336,0.05871195014000542,Dienstleistungsorientiert
09185,Neuburg-Schrobenhausen,Landkreis,101109,739.73,5,5880,5880,Neuburg-Schrobenhausen,1254.72998046875,133.789993286133,23.7399997711182,59.6100006103516,0.810000002384186,44.8499984741211,54.3400001525879,7.948846200640774,Industriell
