EinheitMastrNummer,Gemeindeschluessel,Landkreis,Gemeinde,Laengengrad,Breitengrad,Inbetriebnahmedatum,EinheitBetriebsstatus,Bruttoleistung,Nettonennleistung,Lage
SEE935106377926,05154052,Kleve,Straelen,6.266899,51.399449,2013-10-14,35,2300.000,2300.000,888
SEE963507614159,12073452,Uckermark,Prenzlau,13.956177,53.227815,2017-09-30,35,3230.000,3230.000,888
SEE911058866589,01057020,Plön,Fiefbergen,10.348846,54.365154,1999-09-01,35,1500.000,1500.000,888
SEE939413473951,07140076,Rhein-Hunsrück-Kreis,Külz (Hunsrück),7.517729,50.020864,2017-11-09,35,3000.000,3000.000,888
SEE991749295041,05774040,Paderborn,Bad Wünnenberg,8.652602,51.534870,2013-12-18,35,2000.000,2000.000,888
SEE979166855550,06435004,Main-Kinzig-Kreis,Birstein,9.273975,50.354997,2005-12-29,35,1500.000,1500.000,888
SEE928768173821,08117024,Göppingen,Geislingen an der Steige,9.815787,48.536111,2000-04-01,35,600.000,600.000,888
SEE963734645049,12073452,Uckermark,Prenzlau,13.974722,53.220000,2002-12-21,35,1500.000,1500.000,888
SEE966637125113,12053000,Frankfurt (Oder),Frankfurt (Oder),14.462922,52.376859,2002-09-06,35,600.000,600.000,888
SEE971373630944,03256021,Nienburg (Weser),Marklohe,9.117376,52.650317,2010-02-05,35,1500.000,1500.000,888
SEE957285091493,03458008,Oldenburg,Harpstedt,8.514433,52.927908,2022-10-26,35,3450.000,3450.000,888
SEE950278385906,05774040,Paderborn,Bad Wünnenberg,8.814706,51.526719,2022-01-12,35,4200.000,4200.000,888
SEE925695031552,14521460,Erzgebirgskreis,Olbernhau,13.393734,50.689002,1995-08-02,38,500.000,500.000,888
SEE945678949261,03458008,Oldenburg,Harpstedt,8.515806,52.936867,2022-11-18,35,3450.000,3450.000,888
SEE986631012219,14521460,Erzgebirgskreis,Olbernhau,13.395191,50.685547,1995-08-02,38,500.000,500.000,888
SEE961558858881,14521460,Erzgebirgskreis,Olbernhau,13.392903,50.692743,1995-08-02,38,500.000,500.000,888
SEE954173961784,01051075,Dithmarschen,Neuenkirchen,9.039321,54.234316,2023-06-23,35,6000.000,6000.000,888
SEE984731332312,14521460,Erzgebirgskreis,Olbernhau,13.392881,50.691150,1995-08-02,38,500.000,500.000,888
SEE957005764041,03458008,Oldenburg,Harpstedt,8.523075,52.940278,2022-12-15,35,3450.000,3450.000,888
SEE917679471287,03458008,Oldenburg,Harpstedt,8.538972,52.946739,2022-12-14,35,3450.000,3450.000,888
SEE939022498352,12073579,Uckermark,Uckerland,13.851054,53.500244,1998-10-20,35,1000.000,1000.000,888
SEE962973943763,03241018,Region Hannover,Uetze,10.140168,52.400176,2022-06-20,35,4200.000,4200.000,888
SEE978151083510,03458008,Oldenburg,Harpstedt,8.544986,52.949406,2023-01-25,35,3450.000,3450.000,888
SEE961104537291,03461003,Wesermarsch,Butjadingen,8.398299,53.551252,2023-02-15,35,4800.000,4800.000,888
SEE982188870609,05958012,Hochsauerlandkreis,Brilon,8.632864,51.420518,1993-12-28,35,150.000,150.000,888
SEE926713783743,12073579,Uckermark,Uckerland,13.848839,53.504689,1998-10-22,35,1000.000,1000.000,888
SEE937428224858,12073579,Uckermark,Uckerland,13.848839,53.504689,1998-10-22,35,1000.000,1000.000,888
SEE935273635645,15091010,Wittenberg,Annaburg,12.956197,51.682856,2005-09-08,35,2000.000,2000.000,888
SEE994616909089,12073579,Uckermark,Uckerland,13.841840,53.502662,1998-11-11,35,1000.000,1000.000,888
SEE990084795513,12073579,Uckermark,Uckerland,13.841840,53.502662,1998-10-22,35,1000.000,1000.000,888
SEE939982051574,12068324,Ostprignitz-Ruppin,Neustadt (Dosse),12.382680,52.898577,2023-03-09,35,4200.000,4200.000,888
SEE958387006293,12073579,Uckermark,Uckerland,13.841840,53.502662,1998-10-23,35,1000.000,1000.000,888
SEE979163186060,03241018,Region Hannover,Uetze,10.131983,52.398519,2022-06-20,35,4200.000,4200.000,888
SEE939023111243,12073579,Uckermark,Uckerland,13.841007,53.504487,1998-10-24,35,1000.000,1000.000,888
SEE914295155232,12073579,Uckermark,Uckerland,13.839967,53.506705,1998-10-25,35,1000.000,1000.000,888
SEE932925830434,03103000,Wolfsburg,Wolfsburg,10.862130,52.359460,1993-05-13,38,400.000,400.000,888
SEE944315125945,12073579,Uckermark,Uckerland,13.833848,53.506682,1998-11-02,35,1000.000,1000.000,888
SEE973766662334,12073579,Uckermark,Uckerland,13.835296,53.502248,1998-10-22,35,1000.000,1000.000,888
SEE948712555145,12073579,Uckermark,Uckerland,13.832558,53.503713,1998-11-19,35,1000.000,1000.000,888
SEE947513609576,05915000,Hamm,Hamm,8.148479,51.643279,2002-08-29,35,600.000,600.000,888
SEE910557077458,03459002,Osnabrück,Ankum,7.870000,52.490000,1997-03-13,35,500.000,500.000,888
SEE968332011807,03103000,Wolfsburg,Wolfsburg,10.863390,52.358880,1998-03-10,38,250.000,250.000,888
SEE994932562234,12073579,Uckermark,Uckerland,13.828760,53.505320,1998-12-05,35,1000.000,1000.000,888
SEE992465015142,12073579,Uckermark,Uckerland,13.823275,53.505841,1998-11-03,35,1000.000,1000.000,888
SEE932928434608,12073579,Uckermark,Uckerland,13.821086,53.507590,1998-11-18,35,1000.000,1000.000,888
SEE917933452786,05758036,Herford,Vlotho,8.804870,52.133924,2007-06-15,35,1500.000,1500.000,888
SEE997389926840,12073579,Uckermark,Uckerland,13.818036,53.507767,1998-11-16,35,1000.000,1000.000,888
SEE961171210639,14729160,Leipzig,Grimma,12.918638,51.231655,1999-09-01,35,1300.000,1300.000,888
SEE904489906221,14729160,Leipzig,Grimma,12.913660,51.231722,1999-09-01,35,1300.000,1300.000,888
SEE915818648040,01054017,Nordfriesland,Braderup,8.874520,54.823337,2005-12-18,35,2300.000,2300.000,888
SEE943944575053,03452001,Aurich,Aurich,7.594580,53.502790,2021-08-31,35,2300.000,2300.000,888
SEE952837878270,03452001,Aurich,Aurich,7.589880,53.502420,2021-08-30,35,2300.000,2300.000,888
SEE984340210735,03452001,Aurich,Aurich,7.583680,53.501610,2021-09-13,35,2300.000,2300.000,888
SEE902817964271,01054043,Nordfriesland,Hattstedtermarsch,,,2012-12-07,35,6.000,6.000,888
SEE952013197522,03460002,Vechta,Damme,8.245252,52.489349,2016-12-27,35,3600.000,3600.000,888
SEE959614900438,03460002,Vechta,Damme,8.243897,52.482528,2016-12-19,35,3600.000,3600.000,888
SEE989292795972,03460002,Vechta,Damme,8.249574,52.481926,2016-12-19,35,3600.000,3600.000,888
SEE957380286572,03460002,Vechta,Damme,8.245680,52.485856,2016-12-21,35,3600.000,3600.000,888
SEE947938145086,03460002,Vechta,Damme,8.254058,52.486601,2016-12-30,35,3600.000,3600.000,888
SEE903853371085,03460002,Vechta,Damme,8.252987,52.490728,2016-12-30,35,3600.000,3600.000,888
SEE913399758110,03460002,Vechta,Damme,8.242818,52.493890,2017-09-26,35,3600.000,3600.000,888
SEE994333666296,03460002,Vechta,Damme,8.244305,52.498231,2017-09-28,35,3600.000,3600.000,888
SEE968911011112,03460002,Vechta,Damme,8.249402,52.501561,2017-09-20,35,3600.000,3600.000,888
SEE943912753766,01054108,Nordfriesland,Reußenköge,8.871997,54.641405,2022-09-01,35,3600.000,3600.000,888
SEE998184353305,03460002,Vechta,Damme,8.256671,52.504501,2017-09-29,35,3600.000,3600.000,888
SEE994289714614,03460002,Vechta,Damme,8.254215,52.499974,2017-08-31,35,3600.000,3600.000,888
SEE910264820194,03460002,Vechta,Damme,8.252993,52.495572,2017-09-26,35,3600.000,3600.000,888
SEE988104432128,01054020,Nordfriesland,Breklum,8.888291,54.627006,2022-05-04,35,3600.000,3600.000,888
SEE978477927277,01054020,Nordfriesland,Breklum,8.892547,54.628340,2022-05-04,35,3600.000,3600.000,888
SEE988502985745,01054108,Nordfriesland,Reußenköge,8.903825,54.621240,2022-07-19,35,3600.000,3600.000,888
SEE953038209801,01054108,Nordfriesland,Reußenköge,8.912186,54.607757,2022-04-07,35,3600.000,3600.000,888
SEE945725958468,01054108,Nordfriesland,Reußenköge,8.908293,54.624479,2022-07-20,35,3600.000,3600.000,888
SEE930517159864,01054108,Nordfriesland,Reußenköge,8.917647,54.609648,2022-04-07,35,3600.000,3600.000,888
SEE913742283078,01054108,Nordfriesland,Reußenköge,8.920986,54.620615,2022-04-07,35,3600.000,3600.000,888
SEE944724645713,01054108,Nordfriesland,Reußenköge,8.924266,54.613859,2022-04-13,35,3600.000,3600.000,888
SEE928933474654,01054108,Nordfriesland,Reußenköge,8.923467,54.610497,2022-04-09,35,3600.000,3600.000,888
SEE903816028506,01054108,Nordfriesland,Reußenköge,8.929377,54.613403,2022-05-11,35,3600.000,3600.000,888
SEE901575987799,01054108,Nordfriesland,Reußenköge,8.913984,54.599374,2022-04-08,35,3600.000,3600.000,888
SEE983671015316,01054108,Nordfriesland,Reußenköge,8.918768,54.598802,2022-04-08,35,3600.000,3600.000,888
SEE937420017700,01054108,Nordfriesland,Reußenköge,8.930538,54.604264,2022-05-23,35,3600.000,3600.000,888
SEE944093266779,01054108,Nordfriesland,Reußenköge,8.959533,54.589332,2022-05-23,35,3600.000,3600.000,888
SEE995521274637,01054020,Nordfriesland,Breklum,8.934378,54.584657,2022-05-11,35,3600.000,3600.000,888
SEE946094646857,01054020,Nordfriesland,Breklum,8.936896,54.587111,2022-07-01,35,3600.000,3600.000,888
SEE944723618084,01054108,Nordfriesland,Reußenköge,8.941401,54.585945,2022-06-30,35,3600.000,3600.000,888
SEE987223787034,01054108,Nordfriesland,Reußenköge,8.960332,54.579402,2022-06-30,35,3600.000,3600.000,888
SEE953543547030,01054108,Nordfriesland,Reußenköge,8.961836,54.575313,2022-06-30,35,3600.000,3600.000,888
SEE990948945757,03256028,Nienburg (Weser),Schweringen,9.175855,52.734329,2004-06-09,35,2000.000,2000.000,888
SEE949460647564,03256001,Nienburg (Weser),Balge,9.169880,52.725114,2005-07-19,35,2000.000,2000.000,888
SEE958777848816,03256001,Nienburg (Weser),Balge,9.169880,52.725114,2005-07-21,35,2000.000,2000.000,888
SEE974198658544,03256001,Nienburg (Weser),Balge,9.164696,52.724627,2005-07-29,35,2000.000,2000.000,888
SEE990547733403,03256001,Nienburg (Weser),Balge,9.164262,52.727370,2005-07-23,35,2000.000,2000.000,888
SEE963469928608,03256028,Nienburg (Weser),Schweringen,9.164933,52.732619,2004-11-12,35,2000.000,2000.000,888
SEE988103968147,01054097,Nordfriesland,Olderup,9.109683,54.529300,2014-05-27,35,2300.000,2300.000,888
SEE953077549746,05762036,Höxter,Warburg,8.918744,51.628783,1995-11-29,35,500.000,500.000,888
SEE981929785004,03453012,Cloppenburg,Molbergen,7.881764,52.828381,2003-12-12,35,1800.000,1800.000,888
SEE999067078957,01054075,Nordfriesland,Langenhorn,,,2011-04-04,35,6.000,6.000,888
SEE992393604340,01054097,Nordfriesland,Olderup,9.105692,54.527532,2014-06-05,35,2300.000,2300.000,888
SEE985498871250,05170012,Wesel,Hamminkeln,6.606735,51.704082,2004-10-29,35,1800.000,1800.000,888
SEE984591754088,05170012,Wesel,Hamminkeln,6.607348,51.707415,2015-05-21,35,2300.000,2300.000,888
SEE906582585433,05974004,Soest,Anröchte,8.338804,51.513443,2007-09-26,35,800.000,800.000,888
SEE951213759349,05974016,Soest,Erwitte,8.175500,51.533100,1998-10-10,35,250.000,250.000,888
SEE935148789053,01054017,Nordfriesland,Braderup,8.879782,54.824959,2006-04-22,35,3600.000,3600.000,888
SEE959303526833,01054017,Nordfriesland,Braderup,8.884913,54.825592,2006-05-01,35,3600.000,3600.000,888
SEE956821505180,01054017,Nordfriesland,Braderup,8.879136,54.822092,2006-05-29,35,3600.000,3600.000,888
SEE957204597846,01054017,Nordfriesland,Braderup,8.884160,54.822385,2006-05-29,35,3600.000,3600.000,888
SEE953406502909,13073034,Vorpommern-Rügen,Gremersdorf-Buchholz,12.850768,54.122622,2003-12-10,35,1500.000,1500.000,888
SEE909387895660,08118046,Ludwigsburg,Kornwestheim,,,2012-02-20,35,1.500,1.500,888
SEE974953818022,01054095,Nordfriesland,Oldenswort,8.951146,54.401350,1992-07-30,35,200.000,200.000,888
SEE923570909767,13073034,Vorpommern-Rügen,Gremersdorf-Buchholz,12.844748,54.122952,2003-12-11,35,1500.000,1500.000,888
SEE978358524830,13073034,Vorpommern-Rügen,Gremersdorf-Buchholz,12.857882,54.122697,2003-12-10,35,1500.000,1500.000,888
SEE935542612285,05566016,Steinfurt,Hörstel,,,2017-04-12,38,1.000,1.000,888
SEE934900886757,05566016,Steinfurt,Hörstel,,,2017-04-12,38,1.000,1.000,888
SEE980100326241,03455020,Friesland,Wangerland,8.011834,53.662703,1993-10-05,35,500.000,500.000,888
SEE998430384176,03357013,Rotenburg (Wümme),Elsdorf,9.352255,53.220699,2002-12-19,35,600.000,600.000,888
SEE967118913366,05974004,Soest,Anröchte,8.332324,51.510849,1997-12-02,35,600.000,600.000,888
SEE982928020172,01054017,Nordfriesland,Braderup,8.872932,54.820667,2005-12-21,35,2300.000,2300.000,888
SEE985088739410,01054017,Nordfriesland,Braderup,8.872800,54.818115,2005-12-20,35,2300.000,2300.000,888
SEE991324499093,05974036,Soest,Rüthen,8.372403,51.512000,2000-09-26,35,1500.000,1500.000,888
SEE995799591085,03360018,Uelzen,Rosche,10.751109,52.962440,2021-09-24,35,3500.000,3500.000,888
SEE989045707405,01051075,Dithmarschen,Neuenkirchen,9.035450,54.228628,2023-06-28,35,6000.000,6000.000,888
SEE934289622298,12067144,Oder-Spree,Fürstenwalde/Spree,14.034487,52.445790,2002-04-24,35,1500.000,1500.000,888
SEE978810684119,15082340,Anhalt-Bitterfeld,Sandersdorf-Brehna,12.235762,51.582481,1999-04-22,35,600.000,600.000,888
SEE946359739195,08336034,Lörrach,Hasel,7.915938,47.672550,,31,3300.000,3300.000,888
SEE993324648259,05358040,Düren,Merzenich,6.609736,50.864586,2000-11-01,35,1300.000,1300.000,888
SEE949172540757,15082340,Anhalt-Bitterfeld,Sandersdorf-Brehna,12.237141,51.580907,1999-04-25,35,600.000,600.000,888
SEE905786184107,05566080,Steinfurt,Saerbeck,7.579944,52.206453,2003-12-31,35,2000.000,2000.000,888
SEE918239598284,05170020,Wesel,Kamp-Lintfort,6.569842,51.498438,1989-07-18,35,50.000,50.000,888
SEE979579988975,01059115,Schleswig-Flensburg,Großenwiehe,9.286819,54.721567,2022-11-04,35,3600.000,3600.000,888
SEE926632315490,07339032,Mainz-Bingen,Klein-Winternheim,8.235900,49.932122,2022-04-01,35,2350.000,2350.000,888
SEE930494011735,16075132,Saale-Orla-Kreis,Tanna,11.824747,50.494455,1998-11-09,35,500.000,500.000,888
SEE960165742118,15082340,Anhalt-Bitterfeld,Sandersdorf-Brehna,12.238480,51.579325,1999-04-20,35,600.000,600.000,888
SEE923644743273,05358040,Düren,Merzenich,6.613234,50.862975,2000-11-01,35,1300.000,1300.000,888
SEE949418229798,01051075,Dithmarschen,Neuenkirchen,9.028474,54.232854,2023-06-27,35,6000.000,6000.000,888
SEE934805435784,15082340,Anhalt-Bitterfeld,Sandersdorf-Brehna,12.239879,51.577713,1998-04-25,35,600.000,600.000,888
SEE962409132358,05915000,Hamm,Hamm,8.151880,51.643208,2002-08-29,35,600.000,600.000,888
SEE984058955492,05154012,Kleve,Geldern,6.379799,51.563873,2003-12-10,35,1000.000,1000.000,888
SEE932676360402,07140503,Rhein-Hunsrück-Kreis,Mörsdorf,7.332862,50.118509,2022-10-10,35,4200.000,4200.000,888
SEE947521744252,03352062,Cuxhaven,Geestland,8.751233,53.657730,2014-07-28,35,3050.000,3050.000,888
SEE999498331423,05566068,Steinfurt,Ochtrup,7.176540,52.243369,1995-07-04,35,270.000,270.000,888
SEE992455532420,05370012,Heinsberg,Geilenkirchen,6.218785,50.979241,2022-12-22,35,4500.000,4500.000,888
SEE997880419537,07140503,Rhein-Hunsrück-Kreis,Mörsdorf,7.310149,50.127095,,31,4200.000,4200.000,888
SEE999566778129,05370012,Heinsberg,Geilenkirchen,6.225277,50.983137,2023-02-01,35,4500.000,4500.000,888
SEE904116269248,05570044,Warendorf,Telgte,7.786036,52.048758,2009-06-24,35,800.000,800.000,888
SEE986750239115,15091375,Wittenberg,Wittenberg,12.723214,51.867764,2007-12-12,35,2000.000,2000.000,888
SEE976656195110,07140503,Rhein-Hunsrück-Kreis,Mörsdorf,7.302299,50.126342,,31,4200.000,4200.000,888
SEE953217934616,03452027,Aurich,Dornum,7.377137,53.668329,1993-08-26,35,300.000,300.000,888
SEE980793386133,01051075,Dithmarschen,Neuenkirchen,9.037948,54.225248,2023-06-30,35,6000.000,6000.000,888
SEE954831349428,03452027,Aurich,Dornum,7.377346,53.668056,1993-08-26,35,300.000,300.000,888
SEE988009656377,07232071,Eifelkreis Bitburg-Prüm,Kyllburgweiler,6.617306,50.055908,2004-03-12,35,2000.000,2000.000,888
SEE914896950984,07135082,Cochem-Zell,Treis-Karden,7.305207,50.129955,2022-11-02,35,4200.000,4200.000,888
SEE962852094968,05554016,Borken,Gescher,6.972236,51.872809,2009-11-06,35,800.000,800.000,888
SEE971331124096,15091375,Wittenberg,Wittenberg,12.733878,51.868122,2007-12-13,35,2000.000,2000.000,888
SEE955882152654,07135072,Cochem-Zell,Pommern,7.294321,50.129571,,31,4200.000,4200.000,888
SEE957974872631,13073027,Vorpommern-Rügen,Garz/Rügen,13.363810,54.291810,2002-10-17,35,600.000,600.000,888
SEE942719031039,03357020,Rotenburg (Wümme),Hassendorf,9.253850,53.118850,1996-01-24,35,600.000,600.000,888
SEE952475135797,03360024,Uelzen,Suhlendorf,10.825608,52.938364,2022-02-25,35,5500.000,5500.000,888
SEE972607099162,01051075,Dithmarschen,Neuenkirchen,9.034487,54.232286,2023-05-09,35,6000.000,6000.000,888
SEE980053276150,07232071,Eifelkreis Bitburg-Prüm,Kyllburgweiler,6.617497,50.064169,2004-03-12,35,2000.000,2000.000,888
SEE950912580148,05358008,Düren,Düren,6.482401,50.945418,2017-09-27,35,2780.000,2780.000,888
SEE906430777584,07232071,Eifelkreis Bitburg-Prüm,Kyllburgweiler,6.621197,50.058522,2004-03-16,35,2000.000,2000.000,888
SEE901523543497,05358008,Düren,Düren,6.484259,50.942395,2017-09-29,35,2780.000,2780.000,888
SEE949403416721,05358008,Düren,Düren,6.491110,50.941952,2017-09-30,35,2780.000,2780.000,888
SEE994001071322,05515000,Münster,Münster,7.587099,52.020504,2021-04-22,35,3230.000,3230.000,888
SEE933137633950,15090415,Stendal,Osterburg (Altmark),11.402600,52.490500,2001-12-11,35,1800.000,1800.000,888
SEE971876160757,03352061,Cuxhaven,Wurster Nordseeküste,8.581342,53.672550,2015-05-07,35,2300.000,2300.000,888
SEE972126372623,03360024,Uelzen,Suhlendorf,10.831523,52.940269,2022-02-05,35,5500.000,5500.000,888
SEE940170036266,03356008,Osterholz,Ritterhude,8.647222,53.232500,2001-12-10,35,1500.000,1500.000,888
SEE936053250751,05554016,Borken,Gescher,6.972236,51.872809,2009-11-06,35,800.000,800.000,888
SEE965564880034,15090546,Stendal,Tangerhütte,11.804196,52.518343,2015-11-16,35,3300.000,3300.000,888
SEE946063578950,03360024,Uelzen,Suhlendorf,10.835800,52.937946,2022-01-31,35,5500.000,5500.000,888
SEE902169842159,14524010,Zwickau,Bernsdorf,12.679684,50.762397,1998-07-16,38,1000.000,1000.000,888
SEE989278247341,16067063,Gotha,Sonneborn,10.556059,51.011194,2022-11-24,35,6000.000,6000.000,888
SEE991151811433,03360024,Uelzen,Suhlendorf,10.839507,52.943247,2022-03-04,35,5500.000,5500.000,888
SEE902653413414,05974012,Soest,Ense,7.931607,51.512703,2014-12-18,35,2350.000,2350.000,888
SEE901329120298,01055027,Ostholstein,Lensahn,10.915924,54.222031,2001-11-02,35,1500.000,1500.000,888
SEE971017770043,12070096,Prignitz,Gerdshagen,12.223139,53.238028,2013-02-25,35,2300.000,2300.000,888
SEE932433460345,03356008,Osterholz,Ritterhude,8.643889,53.230278,2001-12-10,35,1500.000,1500.000,888
SEE951157354907,05515000,Münster,Münster,7.610468,52.017150,2021-04-22,35,3230.000,3230.000,888
SEE983257596697,15090546,Stendal,Tangerhütte,11.799691,52.520717,2015-11-06,35,3300.000,3300.000,888
SEE921173443909,03360024,Uelzen,Suhlendorf,10.844482,52.948241,2022-03-23,35,5500.000,5500.000,888
SEE927346237016,03360024,Uelzen,Suhlendorf,10.849687,52.949868,2022-03-31,35,5500.000,5500.000,888
SEE923007451470,03455020,Friesland,Wangerland,7.955574,53.657233,1990-09-01,35,75.000,75.000,888
SEE953824705500,05762036,Höxter,Warburg,8.866548,51.584117,2015-11-04,35,3050.000,3050.000,888
SEE995494816971,12062469,Elbe-Elster,Sonnewalde,13.675780,51.722784,2009-07-23,35,2000.000,2000.000,888
SEE933720346793,03360024,Uelzen,Suhlendorf,10.845839,52.953902,2022-04-26,35,5500.000,5500.000,888
SEE935480502341,05515000,Münster,Münster,7.605626,52.020140,2021-04-22,35,3230.000,3230.000,888
SEE969017802253,16067091,Gotha,Nessetal,10.562157,51.008109,2022-11-24,35,6000.000,6000.000,888
SEE963182486355,14524010,Zwickau,Bernsdorf,12.680833,50.760278,1998-07-01,38,1000.000,1000.000,888
SEE962424388006,03455020,Friesland,Wangerland,7.952622,53.657698,1993-09-28,35,300.000,300.000,888
SEE950358234384,05766064,Lippe,Schlangen,8.872101,51.812473,2022-12-21,35,4200.000,4200.000,888
SEE953742944609,05762036,Höxter,Warburg,8.863118,51.587998,2015-11-06,35,3050.000,3050.000,888
SEE974143127262,07232077,Eifelkreis Bitburg-Prüm,Meckel,6.507059,49.876602,2015-10-14,35,2400.000,2400.000,888
SEE983235389822,15088216,Saalekreis,Wettin-Löbejün,11.824361,51.620907,2012-08-08,35,2200.000,2200.000,888
SEE988595936839,07331035,Alzey-Worms,Gumbsheim,8.007397,49.811829,2013-04-29,35,2400.000,2400.000,888
SEE915132025688,03254026,Hildesheim,Nordstemmen,9.728464,52.189182,2022-10-10,35,3450.000,3450.000,888
SEE930288700630,05762036,Höxter,Warburg,8.874945,51.588134,2015-11-04,35,3050.000,3050.000,888
SEE905182618046,03254026,Hildesheim,Nordstemmen,9.741725,52.186123,2022-10-06,35,3450.000,3450.000,888
SEE907441864928,05762036,Höxter,Warburg,8.870512,51.591515,2015-11-10,35,3050.000,3050.000,888
SEE920763677687,05570032,Warendorf,Ostbevern,7.890347,52.066009,2023-05-05,35,5700.000,5700.000,888
SEE988715334651,07331026,Alzey-Worms,Framersheim,8.200446,49.749119,2013-08-13,35,3370.000,3370.000,888
SEE998432984060,05762036,Höxter,Warburg,8.861028,51.596287,2015-12-04,35,3050.000,3050.000,888
SEE973196530975,15089030,Salzlandkreis,Bernburg (Saale),11.829815,51.619188,2012-12-20,35,2200.000,2200.000,888
SEE998419356095,13074026,Nordwestmecklenburg,Grevesmühlen,11.142421,53.826446,2022-11-02,35,4800.000,4800.000,888
SEE906896360429,01054052,Nordfriesland,Horstedt,9.102167,54.516252,,31,4000.000,4000.000,888
SEE918054295047,05762036,Höxter,Warburg,8.852267,51.599197,2016-03-31,35,3000.000,3000.000,888
SEE962782486697,01058100,Rendsburg-Eckernförde,Lütjenwestedt,9.442308,54.149269,2021-12-28,35,4500.000,4500.000,888
SEE986756544602,01058051,Rendsburg-Eckernförde,Felm,10.026677,54.406921,2023-12-01,35,3600.000,3600.000,888
SEE979625005489,05570032,Warendorf,Ostbevern,7.893982,52.064155,2023-05-05,35,3600.000,3600.000,888
SEE959812843735,15088216,Saalekreis,Wettin-Löbejün,11.834042,51.619255,2012-08-15,35,2200.000,2200.000,888
SEE969529858144,05774032,Paderborn,Paderborn,8.865757,51.713368,1999-09-06,38,1500.000,1500.000,888
SEE994845346464,05762036,Höxter,Warburg,8.855888,51.593500,2016-04-27,35,3050.000,3050.000,888
SEE911065869542,05162008,Rhein-Kreis Neuss,Grevenbroich,6.494171,51.043994,2022-10-05,35,5700.000,5700.000,888
SEE992271867287,01058072,Rendsburg-Eckernförde,Hanerau-Hademarschen,9.439303,54.146322,2021-12-23,35,4500.000,4500.000,888
SEE918096209439,05162008,Rhein-Kreis Neuss,Grevenbroich,6.504770,51.048538,2022-10-05,35,5700.000,5700.000,888
SEE962997877129,15089030,Salzlandkreis,Bernburg (Saale),11.821403,51.619104,2012-12-12,35,2200.000,2200.000,888
SEE900808908778,01058072,Rendsburg-Eckernförde,Hanerau-Hademarschen,9.433428,54.143775,2021-12-23,35,4500.000,4500.000,888
SEE975292149297,05162008,Rhein-Kreis Neuss,Grevenbroich,6.506068,51.044023,2022-10-05,35,5700.000,5700.000,888
SEE967564837100,01061041,Steinburg,Hohenfelde,9.572312,53.833663,2022-11-30,35,4200.000,4200.000,888
SEE996003354564,05162008,Rhein-Kreis Neuss,Grevenbroich,6.507529,51.039135,2022-10-05,35,5700.000,5700.000,888
SEE946549384822,01061041,Steinburg,Hohenfelde,9.574502,53.831576,2022-10-28,35,4200.000,4200.000,888
SEE904713719511,15089030,Salzlandkreis,Bernburg (Saale),11.825911,51.618572,2012-12-18,35,2200.000,2200.000,888
SEE973238349725,01051090,Dithmarschen,Ramhusen,9.077709,53.981741,2022-12-28,35,4500.000,4500.000,888
SEE910061014109,01061041,Steinburg,Hohenfelde,9.578672,53.833138,2022-08-24,35,4200.000,4200.000,888
SEE996039115696,01051090,Dithmarschen,Ramhusen,9.078054,53.978586,2022-12-29,35,4500.000,4500.000,888
SEE985615781813,01051090,Dithmarschen,Ramhusen,9.061328,53.989642,2023-01-13,35,4200.000,4200.000,888
SEE900900051600,01051090,Dithmarschen,Ramhusen,9.065309,53.989847,2023-02-28,35,4200.000,4200.000,888
SEE991360219006,05914000,Hagen,Hagen,7.557335,51.289199,2003-03-03,35,1500.000,1500.000,888
SEE980643041953,03454024,Emsland,Klein Berßen,7.474316,52.807514,1996-01-30,35,500.000,500.000,888
SEE941742820276,07331017,Alzey-Worms,Eckelsheim,8.008496,49.802227,2013-02-14,35,2400.000,2400.000,888
SEE901620121628,07331012,Alzey-Worms,Bornheim,8.010057,49.798563,2013-04-29,35,2400.000,2400.000,888
SEE985624712778,03251049,Diepholz,Bruchhausen-Vilsen,8.907851,52.865441,1995-12-07,35,500.000,500.000,888
SEE920426923991,07331017,Alzey-Worms,Eckelsheim,8.001013,49.806074,2012-12-17,35,2400.000,2400.000,888
SEE975691735480,03251049,Diepholz,Bruchhausen-Vilsen,8.907294,52.866999,1995-12-07,35,500.000,500.000,888
SEE955862879687,16073106,Saalfeld-Rudolstadt,Leutenberg,11.493190,50.580509,1995-01-02,35,600.000,600.000,888
SEE912982885783,01051034,Dithmarschen,Friedrichskoog,8.932800,53.996300,1997-03-13,38,600.000,600.000,888
SEE977113218243,15088216,Saalekreis,Wettin-Löbejün,11.823463,51.616520,2012-12-18,35,2200.000,2200.000,888
SEE964878207209,01059115,Schleswig-Flensburg,Großenwiehe,,,2012-12-07,35,6.000,6.000,888
SEE956642078665,05762036,Höxter,Warburg,8.866614,51.595890,2016-05-24,35,3000.000,3000.000,888
SEE945180210064,15089030,Salzlandkreis,Bernburg (Saale),11.831623,51.615675,2012-12-21,35,2200.000,2200.000,888
SEE910554128900,03352062,Cuxhaven,Geestland,8.666389,53.636667,1999-11-04,35,1000.000,1000.000,888
SEE948111139373,05162008,Rhein-Kreis Neuss,Grevenbroich,6.511557,51.035065,2022-10-17,35,5700.000,5700.000,888
SEE904024977815,07331025,Alzey-Worms,Flonheim,8.016116,49.808648,2012-12-19,35,2400.000,2400.000,888
SEE995507010822,03462015,Wittmund,Stedesdorf,7.677403,53.631096,2013-05-23,35,3000.000,3000.000,888
